model,cv_accuracy_mean,cv_accuracy_std,cv_roc_auc_mean,cv_roc_auc_std,cv_log_loss_mean,cv_brier_mean,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_log_loss,test_brier
logistic_regression,0.6095935898917524,0.016715908143935122,0.649383456894835,0.022734936045631985,0.6551512821678691,0.2319059341856998,0.6292517006802721,0.6165413533834586,0.5857142857142857,0.6007326007326007,0.6828385899814471,0.6387933840597698,0.22430145922903105
